TF,R.acc,P.acc,FDR.acc,motif,TF.var,R.exp,P.exp,FDR.exp,pass,R.product,label,AF_signature
STAT6,0.0340249397676353,0.675274885854737,0.79388806944776,MA0520.1,STAT6,0.0529793394860277,0.514041084989395,0.668253410486214,FALSE,0.00180261883494119,"",DOWN
DLX4,0.0272718536056969,0.737067002585087,0.831848689755635,MA0881.1,DLX4,-0.0646791695300997,0.425484217042908,0.586450535297694,FALSE,0.00176392084276293,"",DOWN
SIX1,-0.166460267172622,0.0390836027383438,0.116545950238751,MA1118.1,SIX1,-0.0105510437840779,0.896667818128488,0.932534530853628,FALSE,0.00175632956724764,"",DOWN
DMRT3,-0.0377534763385615,0.642033864499365,0.775153705350501,MA0610.1,DMRT3,0.0453439684327206,0.576566738517561,0.71851018394781,FALSE,0.0017118924393212,"",DOWN
MAZ,0.11688186687338,0.148851184205892,0.300116171398906,MA1522.1,MAZ,-0.014280039682074,0.860470087356782,0.904758988911911,FALSE,0.00166907769706677,"",DOWN
DLX3,0.0272718536056969,0.737067002585087,0.831848689755635,MA0880.1,DLX3,-0.0609131192503037,0.452983440502523,0.613996511771192,FALSE,0.00166121367086064,"",DOWN
EVX2,0.0197406723507173,0.808003010712134,0.871921190694494,MA0888.1,EVX2,0.0827300686889785,0.307710241402953,0.482219885157504,FALSE,0.00163314717954146,"",DOWN
LHX1,0.0249978039633749,0.758283788124368,0.849746200142321,MA1518.1,LHX1,0.0627148601236238,0.439705193448025,0.602463303676907,FALSE,0.00156773377896082,"",DOWN
JUN,-0.0896914603805985,0.268637988525721,0.447330221964705,MA1128.1,FOSL1::JUN,0.0172676653705809,0.831673236883825,0.884232512077226,FALSE,0.00154876212445089,"",DOWN
RXRG,-0.0350891229601432,0.665719659685153,0.788296612897022,MA0856.1,RXRG,0.0441003907951269,0.587076810932969,0.720617888097979,FALSE,0.00154744403520058,"",DOWN
THRB,-0.0484310803132074,0.550863026020066,0.709747525752969,MA1575.1,THRB(VAR.2),0.0311769493236922,0.701099318773651,0.803664950578213,FALSE,0.00150993333661653,"",DOWN
HOXB2,-0.0401805860140131,0.620765771651458,0.76166326587498,MA0902.2,HOXB2,-0.0374214886690128,0.64496623121856,0.76856851373695,FALSE,0.00150361734423768,"",DOWN
LHX8,0.0169928999599475,0.834312908205647,0.89296618295755,MA0705.1,LHX8,-0.0884802902101734,0.275181646748072,0.448444165070933,FALSE,0.0015035367199686,"",DOWN
GLIS1,0.0370219209996389,0.648502775469999,0.775153705350501,MA0735.1,GLIS1,0.0398609884821164,0.623548939656796,0.748944972426025,FALSE,0.00147573036655243,"",DOWN
WT1,-0.0125159106760543,0.877563244119808,0.916893809682601,MA1627.1,WT1,0.116526973931891,0.150097325268373,0.316810590603356,FALSE,0.00145844119708245,"",DOWN
POU4F1,-0.0645592755630358,0.426344518554593,0.60697139473612,MA0790.1,POU4F1,-0.022568595349831,0.781148639479521,0.854334649679324,FALSE,0.00145701216626039,"",DOWN
JUN,-0.0838308765117728,0.301295724414537,0.488623066115749,MA1129.1,FOSL1::JUN(VAR.2),0.0172676653705809,0.831673236883825,0.884232512077226,FALSE,0.00144756352332778,"",DOWN
E2F2,-0.0421595814574,0.603652673446064,0.754724782900781,MA0864.2,E2F2,0.0342773047430957,0.673004155677737,0.784029281156141,FALSE,0.00144511682145667,"",DOWN
JUN,-0.0832564011748309,0.304632167736856,0.490832823178607,MA0462.2,BATF::JUN,0.0172676653705809,0.831673236883825,0.884232512077226,FALSE,0.00143764367544582,"",DOWN
ARNT,-0.0192581288649004,0.812608717557145,0.874756281814762,MA0004.1,ARNT,0.0742509960495879,0.360093203248037,0.533609617248387,FALSE,0.00142993525027017,"",DOWN
GRHL1,-0.0160401773404818,0.843479859488094,0.900194528151815,MA0647.1,GRHL1,0.0890416633586024,0.272135410530701,0.446943589388893,FALSE,0.00142824407096346,"",DOWN
PAX3,0.0249618643139313,0.75862060227183,0.849746200142321,MA0780.1,PAX3,-0.0564836479392692,0.486561256375727,0.642755285558697,FALSE,0.0014099371558159,"",DOWN
GCM1,-0.0425056921103777,0.600681424456789,0.753123264949184,MA0646.1,GCM1,0.0327146612305362,0.687111204414894,0.7939951695461,FALSE,0.00139055931776048,"",DOWN
BHLHE41,0.0136999283567203,0.866084216468274,0.912568962549905,MA0636.1,BHLHE41,0.100917058272011,0.213011837435353,0.390088638780818,FALSE,0.00138255646829753,"",DOWN
SOX3,-0.144668636900043,0.0734389855003427,0.186861817071109,MA0514.1,SOX3,-0.00954632616184615,0.906460456422429,0.933020868957135,FALSE,0.0013810539932375,"",DOWN
PHOX2A,-0.0240016038826325,0.767636442495203,0.851988429646081,MA0713.1,PHOX2A,0.0572439455588339,0.480704756115463,0.636686754893591,FALSE,0.00137394650598211,"",DOWN
REL,-0.00641696894371169,0.937044946471589,0.962858856842707,MA0101.1,REL,0.213416044603668,0.00787144293921718,0.0420791155255348,FALSE,0.00136948413031153,"",DOWN
ALX4,0.0370840181064881,0.647952640514218,0.775153705350501,MA0853.1,ALX4,-0.0362605905139081,0.655262974033078,0.774401696584547,FALSE,0.00134468839516972,"",DOWN
MEOX2,0.135806397658613,0.0930795988045985,0.223271320605243,MA0706.1,MEOX2,-0.00986146470243853,0.903387322404219,0.932739257067172,FALSE,0.00133924999687574,"",DOWN
POU6F2,0.00511868473099572,0.949763249351069,0.966607618029874,MA0793.1,POU6F2,0.25699451190537,0.00129335465414934,0.0108793950319621,FALSE,0.00131547388403972,"",DOWN
NR5A2,0.307484941702146,0.000104841407450716,0.00104282253277646,MA0505.1,NR5A2,-0.00420230402420569,0.958748159642644,0.970626455425827,FALSE,0.00129214520789758,"",DOWN
STAT5B,-0.129199573109629,0.110274094072624,0.245565594561724,MA0519.1,STAT5A::STAT5B,0.00999867928767823,0.902049692975125,0.932739257067172,FALSE,0.00129182509562811,"",DOWN
ZNF24,-0.0634830565017308,0.434111801659788,0.61324596623915,MA1124.1,ZNF24,0.0200159155630049,0.805378848406745,0.86269045185142,FALSE,0.00127067149862011,"",DOWN
MYCN,-0.0182375333327822,0.822370925511183,0.88271756896596,MA0104.4,MYCN,-0.068426672775454,0.399103609976247,0.56929492495365,FALSE,0.00124793372559372,"",DOWN
XBP1,-0.0507174998765336,0.532192935191221,0.695299351405693,MA0844.1,XBP1,0.0241267671442758,0.766459495450413,0.84148720037934,FALSE,0.00122364930966096,"",DOWN
STAT5B,-0.121059930175755,0.13476299873458,0.279258880711102,MA1625.1,STAT5B,0.00999867928767823,0.902049692975125,0.932739257067172,FALSE,0.00121043941641609,"",DOWN
FOXE1,-0.0393865875521343,0.62769001190629,0.766360959140135,MA1487.1,FOXE1,0.0306513543568851,0.705903889409633,0.805942165154312,FALSE,0.00120725225196895,"",DOWN
TFCP2,-0.00483591014037458,0.952535169991235,0.966894569338668,MA0145.3,TFCP2,0.243075876164432,0.00238462761986908,0.0171207707624064,FALSE,0.00117549309442401,"",DOWN
LMX1B,-0.107084698981687,0.18621359310473,0.356193180656739,MA0703.2,LMX1B,-0.0107533307761241,0.894698031100611,0.932180826574772,FALSE,0.00115151718921175,"",DOWN
IRF5,0.0908352001634515,0.262556519363905,0.443105720229959,MA1420.1,IRF5,-0.0125774748806803,0.876965730322237,0.918726003194724,FALSE,0.00114247744833738,"",DOWN
JUN,0.0647550146622401,0.424940507387918,0.606129289696724,MA1133.1,JUN::JUNB(VAR.2),0.0172676653705809,0.831673236883825,0.884232512077226,FALSE,0.00111816792425462,"",DOWN
JUN,-0.0633796857351572,0.434862085979237,0.61324596623915,MA1127.1,FOSB::JUN,0.0172676653705809,0.831673236883825,0.884232512077226,FALSE,0.00109441920456728,"",DOWN
FOS,-0.126953938558078,0.116653423497912,0.254454543653341,MA1134.1,FOS::JUNB,0.00858170123723779,0.915875610490799,0.938854568460102,FALSE,0.00108948077159606,"",DOWN
ZNF263,0.0954454298519193,0.239001264456748,0.418532730715339,MA0528.2,ZNF263,-0.0109981691085958,0.892314757533477,0.931394235965599,FALSE,0.00104972497815402,"",DOWN
MLXIPL,0.0375533356491769,0.643801000925748,0.775153705350501,MA0664.1,MLXIPL,-0.0276475516657002,0.7335802879372,0.824387609693245,FALSE,0.00103825778758,"",DOWN
FOS,-0.120654463861054,0.1360837806806,0.280437846374937,MA0099.3,FOS::JUN,0.00858170123723779,0.915875610490799,0.938854568460102,FALSE,0.00103542056179467,"",DOWN
NR2F6,0.019697291710944,0.808416796692658,0.871921190694494,MA0677.1,NR2F6,-0.0524553977033207,0.518217295373075,0.672154859304759,FALSE,0.00103322927037589,"",DOWN
FOS,-0.119791718126477,0.138927022183585,0.284581562133478,MA0476.1,FOS,0.00858170123723779,0.915875610490799,0.938854568460102,FALSE,0.00102801673565683,"",DOWN
POU2F2,-0.0311185940538072,0.701632176649007,0.808741819743137,MA0507.1,POU2F2,-0.0316829532662274,0.696484986176212,0.801194079800796,FALSE,0.000985928961117475,"",DOWN
PAX7,0.00622717848861831,0.938903264085063,0.963441313627864,MA0680.1,PAX7,0.157903168283559,0.0504828430811226,0.156935794795664,FALSE,0.000983291212820054,"",DOWN
HES7,-0.00772921825598486,0.924205990892768,0.952289598350836,MA0822.1,HES7,-0.126689294071375,0.117423744247393,0.282089834436394,FALSE,0.000979209204574306,"",DOWN
ATF3,-0.0104933891023513,0.897229351596822,0.933518962749274,MA0605.2,ATF3,0.0913558370685583,0.259819619272541,0.430773397750416,FALSE,0.000958632345131394,"",DOWN
NR1I3,-0.00854794583003975,0.916205297212885,0.946660874959574,MA1534.1,NR1I3,0.111278478191475,0.16945726692568,0.336560960699615,FALSE,0.000951202403629991,"",DOWN
BCL6B,0.0112702087748523,0.889667834095959,0.926975319801761,MA0731.1,BCL6B,-0.0805817367596938,0.320484659407044,0.496779390781335,FALSE,0.000908172996721942,"",DOWN
KLF4,0.0100945842579416,0.901114931451828,0.934953739726097,MA0039.4,KLF4,-0.088937649587448,0.272698099120146,0.446943589388893,FALSE,0.000897788597463778,"",DOWN
SNAI2,0.0112671599799589,0.889697491927695,0.926975319801761,MA0745.2,SNAI2,-0.0787143156448324,0.331863553048603,0.502185059110585,FALSE,0.000886886787083309,"",DOWN
FOS,-0.10309554758139,0.203248175158633,0.372538424246535,MA1141.1,FOS::JUND,0.00858170123723779,0.915875610490799,0.938854568460102,FALSE,0.000884735188232925,"",DOWN
MAFK,-0.0258211039371871,0.750580655907132,0.843272845341446,MA0496.3,MAFK,0.033762668546341,0.677637854989839,0.786224854065289,FALSE,0.00087178937373187,"",DOWN
MNX1,0.031788723410878,0.695521847800488,0.808741819743137,MA0707.1,MNX1,0.0263843912293922,0.745324405188961,0.829427159081879,FALSE,0.000838726115155542,"",DOWN
PAX9,-0.00674749071792841,0.933809485983153,0.960857760749561,MA0781.1,PAX9,0.124278395563849,0.124624549738057,0.287440493750679,FALSE,0.000838567320506106,"",DOWN
TFAP2B,0.0054191835963219,0.946818245379094,0.966246800345833,MA0812.1,TFAP2B(VAR.2),0.154559669773576,0.0556296925729955,0.169256298679539,FALSE,0.00083758722708989,"",DOWN
ZNF148,-0.00513462234277397,0.949607037235555,0.966607618029874,MA1653.1,ZNF148,0.162746759306878,0.0437325810348256,0.142943064868116,FALSE,0.000835643146551153,"",DOWN
IKZF1,-0.00444261585068413,0.956391407139772,0.968087376150741,MA1508.1,IKZF1,-0.184314056076331,0.0221210422269921,0.0897392635024078,FALSE,0.000818836547028591,"",DOWN
RFX5,-0.00839520835937795,0.91769725105528,0.94689093953975,MA0510.2,RFX5,-0.0969546990382898,0.231620924790937,0.405159538166409,FALSE,0.000813954899847224,"",DOWN
PITX3,0.00595501339915573,0.941568718650611,0.964849263891972,MA0714.1,PITX3,0.132173334257794,0.102250115874618,0.255402036158434,FALSE,0.000787093976516251,"",DOWN
FOSL1,-0.149084726159918,0.064987209654341,0.170705839444149,MA0477.2,FOSL1,0.00515799660020962,0.949377938487982,0.964554495231129,FALSE,0.000768978510676037,"",DOWN
ARID5A,0.00579683578760518,0.943118134118333,0.965111286765811,MA0602.1,ARID5A,-0.126368145024594,0.118363839705444,0.282089834436394,FALSE,0.000732535385491848,"",DOWN
PAX3,-0.0128653011545538,0.874173147333219,0.916893809682601,MA1546.1,PAX3(VAR.2),-0.0564836479392692,0.486561256375727,0.642755285558697,FALSE,0.000726679141046489,"",DOWN
TBX19,-0.146454056365741,0.0699205453342661,0.181113634789453,MA0804.1,TBX19,0.00484203363671364,0.952475137783189,0.965985423425503,FALSE,0.000709135467156073,"",DOWN
TBX21,0.00565773694719339,0.944480841400889,0.965181791349401,MA0690.1,TBX21,-0.124871123111386,0.122823363338126,0.285698623671495,FALSE,0.000706487966864823,"",DOWN
PITX1,0.0197710443340756,0.807713339362985,0.871921190694494,MA0682.2,PITX1,0.0354681698412503,0.662329062004948,0.776336523497603,FALSE,0.000701242758379881,"",DOWN
DLX1,-0.0274290241316842,0.73560770435962,0.831848689755635,MA0879.1,DLX1,0.0249034596596674,0.759168047505357,0.838309118094719,FALSE,0.000683077595967443,"",DOWN
THRB,0.021713695506827,0.789241260777554,0.860780673304175,MA1574.1,THRB,0.0311769493236922,0.701099318773651,0.803664950578213,FALSE,0.000676966784446427,"",DOWN
FOXO6,-0.0232997165686463,0.774246257597587,0.851988429646081,MA0849.1,FOXO6,-0.0286387595513262,0.724407498444933,0.820517008139608,FALSE,0.000667274980423513,"",DOWN
HOXB6,0.0760017875871248,0.348846534966487,0.526800637823885,MA1500.1,HOXB6,-0.0083024245599389,0.918603712313632,0.939966589344182,FALSE,0.000630999107862604,"",DOWN
STAT2,-0.0293198034157894,0.718127550379936,0.819394693195703,MA1623.1,STAT2,0.0210323396006873,0.795707293378738,0.857708765238685,FALSE,0.000616664062466275,"",DOWN
PRDM4,-0.0369069182006773,0.649522117760432,0.775153705350501,MA1647.1,PRDM4,0.0165650629180772,0.838426810937417,0.888111362696671,FALSE,0.000611365422106546,"",DOWN
FOSL1,-0.11550172624172,0.153741539105544,0.307483078211089,MA1142.1,FOSL1::JUND,0.00515799660020962,0.949377938487982,0.964554495231129,FALSE,0.000595757511273133,"",DOWN
ZBTB26,0.00482548127994334,0.952637410809545,0.966894569338668,MA1579.1,ZBTB26,0.119062496029559,0.141365360201504,0.305520176988695,FALSE,0.000574533845733964,"",DOWN
FOXK2,-0.0589598162940812,0.467628472487078,0.641269927344413,MA1103.2,FOXK2,0.00949896969434888,0.90692238311218,0.933020868957135,FALSE,0.000560057508161855,"",DOWN
IRF8,-0.00262478110218814,0.974226947731934,0.980800678823243,MA0652.1,IRF8,-0.212197264352182,0.00824175878495504,0.0429992932934687,FALSE,0.00055697136940763,"",DOWN
HMX1,-0.0127437900348035,0.875351900045176,0.916893809682601,MA0896.1,HMX1,-0.0421919059478711,0.603374901332206,0.735885807168491,FALSE,0.000537684790567847,"",DOWN
SMAD5,0.00314937415114463,0.969078244624261,0.978257605534098,MA1557.1,SMAD5,-0.170623568956733,0.0343727919532248,0.123655578599023,FALSE,0.000537357457648377,"",DOWN
GCM2,-0.046583848895066,0.566176218402324,0.723633035852016,MA0767.1,GCM2,0.0113360956510077,0.889026942244588,0.92965888658849,FALSE,0.000528078966866559,"",DOWN
NR2F6,0.00993273481246312,0.902692515220761,0.935289744937067,MA0728.1,NR2F6(VAR.2),-0.0524553977033207,0.518217295373075,0.672154859304759,FALSE,0.000521025554869372,"",DOWN
ELF1,-0.131252033927025,0.104685265145425,0.238552457498971,MA0473.3,ELF1,0.00395215927850144,0.961201723124278,0.971391140683899,FALSE,0.000518728943706878,"",DOWN
ZNF281,0.0881673475844393,0.276889765329171,0.458003913382621,MA1630.1,ZNF281,0.00576162969498915,0.943463021633798,0.960250619883509,FALSE,0.000507987607970935,"",DOWN
PPARA,0.153684999215576,0.0570453327163998,0.153631112658607,MA1148.1,PPARA::RXRA,-0.00305784559007776,0.969976480555852,0.975090592052631,FALSE,0.000469944997112453,"",DOWN
MEF2A,-0.00423179869472719,0.95845888400759,0.968848682208214,MA0052.4,MEF2A,0.110613377192178,0.172037259502954,0.340502811196159,FALSE,0.000468093545221225,"",DOWN
FOSL1,-0.0896914603805985,0.268637988525721,0.447330221964705,MA1128.1,FOSL1::JUN,0.00515799660020962,0.949377938487982,0.964554495231129,FALSE,0.000462628247710963,"",DOWN
FOSL1,-0.0838308765117728,0.301295724414537,0.488623066115749,MA1129.1,FOSL1::JUN(VAR.2),0.00515799660020962,0.949377938487982,0.964554495231129,FALSE,0.000432399376040316,"",DOWN
NOBOX,-0.0143320269926754,0.85996730742494,0.908690667618987,MA0125.1,NOBOX,-0.028334153944537,0.727222268766079,0.822077347300786,FALSE,0.000406085859147724,"",DOWN
JUN,-0.0234633261827984,0.772704044345964,0.851988429646081,MA1126.1,FOS::JUN(VAR.2),0.0172676653705809,0.831673236883825,0.884232512077226,FALSE,0.000405156865005352,"",DOWN
FOSL1,-0.0777206974061535,0.338022117339068,0.521001032096994,MA1137.1,FOSL1::JUNB,0.00515799660020962,0.949377938487982,0.964554495231129,FALSE,0.00040088309298686,"",DOWN
JUN,-0.0225291054700646,0.781521947961562,0.857375548793125,MA1131.1,FOSL2::JUN(VAR.2),0.0172676653705809,0.831673236883825,0.884232512077226,FALSE,0.0003890250543556,"",DOWN
MSANTD3,0.0365883174260911,0.652349467326267,0.775153705350501,MA1523.1,MSANTD3,-0.0101138347314596,0.900927318266255,0.932739257067172,FALSE,0.000370048195549669,"",DOWN
FOXH1,0.0952099714305642,0.240167306252318,0.419589720056743,MA0479.1,FOXH1,-0.00372810553408327,0.963399680667809,0.971895268680753,FALSE,0.000354952821390197,"",DOWN
E2F7,-0.00286345941205654,0.971884256323878,0.97976439894272,MA0758.1,E2F7,-0.104839094012765,0.195669535784625,0.365761354473221,FALSE,0.000300202490502332,"",DOWN
POU2F1,0.00914237838760739,0.910401653248361,0.941968978256973,MA0785.1,POU2F1,-0.0315668146784537,0.697543097448945,0.801194079800796,FALSE,0.000288595764281903,"",DOWN
FOS,-0.0234633261827984,0.772704044345964,0.851988429646081,MA1126.1,FOS::JUN(VAR.2),0.00858170123723779,0.915875610490799,0.938854568460102,FALSE,0.000201355255332634,"",DOWN
SPIC,-0.0683272052296613,0.399790969758448,0.580241368559926,MA0687.1,SPIC,-0.00265058100915442,0.973973703780089,0.9773911553723,FALSE,0.000181106792590337,"",DOWN
POU5F1,0.0569035071177762,0.48332240963138,0.654371175290399,MA0142.1,POU5F1::SOX2,-0.003137174052062,0.969197970796651,0.975090592052631,FALSE,0.000178516206001213,"",DOWN
ETV4,-0.0756005221734491,0.35140445108696,0.529591354567418,MA0764.2,ETV4,-0.00157631252855181,0.984520286782906,0.986244490437517,FALSE,0.000119170050267067,"",DOWN
NFE2L1,-0.0126382936344971,0.876375519676996,0.916893809682601,MA0089.2,NFE2L1,0.0086635424136113,0.915076332979165,0.938854568460102,FALSE,0.000109492392938139,"",DOWN
POU5F1,0.0341709606471327,0.673960660487654,0.79388806944776,MA1115.1,POU5F1,-0.003137174052062,0.969197970796651,0.975090592052631,FALSE,0.000107200251076216,"",DOWN
FOSL1,-0.0186890123827914,0.818048981202173,0.879343717545852,MA1143.1,FOSL1::JUND(VAR.2),0.00515799660020962,0.949377938487982,0.964554495231129,FALSE,9.63978623317132e-05,"",DOWN
CREB3L4,-0.0613679780427062,0.449610288839411,0.623383045900432,MA1474.1,CREB3L4,-0.000860738275708793,0.9915470046039,0.9915470046039,FALSE,5.28217676042139e-05,"",DOWN
CREB3L4,-0.0564137583099505,0.487101519164415,0.657069860785784,MA1475.1,CREB3L4(VAR.2),-0.000860738275708793,0.9915470046039,0.9915470046039,FALSE,4.85574810539594e-05,"",DOWN
TFAP2C,-0.000125576351566227,0.998766738282776,0.998766738282776,MA0814.2,TFAP2C(VAR.2),0.257698967594571,0.00125279433736713,0.0106954979249851,FALSE,3.23608961529096e-05,"",DOWN
MAX,0.000550044630158008,0.994598153925534,0.996118462777043,MA0058.3,MAX,0.0443177925378136,0.585233120986703,0.720217955308344,FALSE,2.4376763805881e-05,"",DOWN
YY1,-0.000531203683225615,0.994783183336324,0.996118462777043,MA0095.2,YY1,-0.0425887341378359,0.599969509795392,0.733296067527701,FALSE,2.26232924379349e-05,"",DOWN
KLF10,0.00180512720619138,0.982273622457012,0.987568898049772,MA1511.1,KLF10,-0.00811000166747787,0.920483940931015,0.940208596808108,FALSE,1.46395846522218e-05,"",DOWN
ALX1,0.0624783164512267,0.441435726331204,0.62017147239751,MA0854.1,ALX1,,,,FALSE,,"",DOWN
ASCL1,0.346017204392264,1.10501745982009e-05,0.000171738130213706,MA1100.2,ASCL1,,,,FALSE,,"",DOWN
ASCL1,0.270434652972148,0.000693602870459343,0.00472601055956564,MA1631.1,ASCL1(VAR.2),,,,FALSE,,"",DOWN
ATOH1,0.195105029300063,0.015316255009637,0.0546695035272209,MA0461.2,ATOH1,,,,FALSE,,"",DOWN
ATOH1,0.49197098058025,9.18868240125379e-11,5.27289005487333e-09,MA1467.1,ATOH1(VAR.2),,,,FALSE,,"",DOWN
BARX1,0.10914954711372,0.177817903856601,0.343658435950839,MA0875.1,BARX1,,,,FALSE,,"",DOWN
CEBPE,0.0934172894962463,0.249175271939408,0.429295041262815,MA0837.1,CEBPE,,,,FALSE,,"",DOWN
DLX2,0.141489272684243,0.0800584720823772,0.199078733911511,MA0885.1,DLX2,,,,FALSE,,"",DOWN
DLX5,0.111028027187586,0.170425398064067,0.334571965673142,MA1476.1,DLX5,,,,FALSE,,"",DOWN
