TF,R.acc,P.acc,FDR.acc,motif,TF.var,R.exp,P.exp,FDR.exp,pass,R.product,label,AF_signature
KLF11,-0.1034761245227,0.201576138865214,0.370383742841009,MA1512.1,KLF11,-0.066348407953559,0.413611200570874,0.577038065186682,FALSE,0.00686547612328538,"",DOWN
KLF5,-0.0513955533087454,0.526717836522677,0.691141537213044,MA0599.1,KLF5,-0.132979820122324,0.100155273522409,0.253490338295654,FALSE,0.00683457143408429,"",DOWN
ZNF140,0.0564361714332883,0.486928225669895,0.657069860785784,MA1589.1,ZNF140,0.120040433017262,0.138102756792224,0.301506782004397,FALSE,0.00677462245668837,"",DOWN
JDP2,-0.0274468491030155,0.735442262431284,0.831848689755635,MA0656.1,JDP2(VAR.2),0.246394648292607,0.00206722675478837,0.0155586013649861,FALSE,0.00676275673147776,"",DOWN
HMX3,-0.0384787409669493,0.635647016642502,0.771044999049279,MA0898.1,HMX3,0.174781021797116,0.0301571267373878,0.11080651855803,FALSE,0.00672535366366993,"",DOWN
DRGX,-0.0637851826496355,0.431923164213354,0.61141305598323,MA1481.1,DRGX,0.105319863790129,0.193616324164106,0.364304399414042,FALSE,0.00671784674848809,"",DOWN
POU3F4,0.133484615123912,0.0988614075880291,0.233041430334976,MA0789.1,POU3F4,-0.049589968778149,0.541360183026366,0.686828154683294,FALSE,0.00661949789635801,"",DOWN
ESRRG,0.0275683526184789,0.734314855292384,0.831848689755635,MA0643.1,ESRRG,-0.234490371427566,0.00342066184133608,0.0222343019686845,FALSE,0.00646451324515323,"",DOWN
LEF1,-0.156916509510313,0.0519588504697231,0.143030636348389,MA0768.1,LEF1,-0.0411315918570359,0.6125159345889,0.742655940040366,FALSE,0.00645422582480889,"",DOWN
TFDP1,-0.212570526871889,0.00812673959568587,0.0334947388860865,MA1122.1,TFDP1,-0.0302220498883786,0.709836889938215,0.808818129571033,FALSE,0.00642431706792116,"",DOWN
POU3F1,-0.0614334556219412,0.449125882542768,0.623383045900432,MA0786.1,POU3F1,0.104570538023496,0.196823307011672,0.366719646940314,FALSE,0.00642412950702897,"",DOWN
TFE3,0.15458980304273,0.0555814434735379,0.151327579676129,MA0831.2,TFE3,-0.0407938913533459,0.615439945056467,0.742655940040366,FALSE,0.00630631962966027,"",DOWN
NFE2,-0.038798026295615,0.632843763606894,0.768894865880689,MA0501.1,MAF::NFE2,0.162304293885817,0.04431613935149,0.144027452892342,FALSE,0.00629708626207315,"",DOWN
GRHL2,0.0514775521035239,0.526057653682333,0.691141537213044,MA1105.2,GRHL2,0.12168734045956,0.132738612334933,0.299011975868066,FALSE,0.00626416640884624,"",DOWN
TBX1,-0.0371824066430133,0.647081379669525,0.775153705350501,MA0805.1,TBX1,-0.168343679230748,0.0368892305278267,0.131059874918738,FALSE,0.00625942313693865,"",DOWN
FOXL2,-0.0823845143831074,0.309742140298675,0.494791513196599,MA1607.1,FOXL2,0.0751244151091602,0.354454673725055,0.52813211612016,FALSE,0.00618908845708315,"",DOWN
CREB3,-0.12311424904384,0.128221459959076,0.270972263822862,MA0638.1,CREB3,-0.0501175291854673,0.537061217462716,0.686828154683294,FALSE,0.00617018196960153,"",DOWN
CTCFL,-0.104284919607799,0.198055785745104,0.369374040414619,MA1102.2,CTCFL,0.0582979646812409,0.472649044310839,0.634753936709545,FALSE,0.0060795985600815,"",DOWN
BHLHE22,0.0804093888083932,0.321524136594863,0.501743952847384,MA0818.1,BHLHE22,-0.075109541023404,0.354550231800947,0.52813211612016,FALSE,0.00603951228737085,"",DOWN
TWIST2,0.0687589966826596,0.396812233321207,0.578248134292383,MA0633.1,TWIST2,-0.0874884010298741,0.280620177521015,0.45600778847165,FALSE,0.00601561467618431,"",DOWN
IRF6,-0.0367120340896246,0.651250981805617,0.775153705350501,MA1509.1,IRF6,0.163558870351034,0.0426782214316824,0.142943064868116,FALSE,0.00600457882398765,"",DOWN
NHLH2,0.102615087986619,0.205373287840287,0.374739102618571,MA1529.1,NHLH2,-0.0582864928960515,0.472736323493472,0.634753936709545,FALSE,0.00598107359695975,"",DOWN
ZBTB32,-0.376495839597694,1.49127209174258e-06,3.17853994411418e-05,MA1580.1,ZBTB32,-0.0158085301651598,0.845711959181359,0.892522584228297,FALSE,0.0059518458373373,"",DOWN
UNCX,0.133175645892682,0.0996517644461895,0.233041430334976,MA0721.1,UNCX,0.0444458354766838,0.584148492082023,0.720217955308344,FALSE,0.00591910284684722,"",DOWN
ELF3,-0.0731153474041516,0.367507473039988,0.546136603362214,MA0640.2,ELF3,-0.0802677884681786,0.322379795803697,0.496779390781335,FALSE,0.00586880723921383,"",DOWN
RARG,0.27902019203851,0.000457987801436861,0.00342572923050752,MA0860.1,RARG(VAR.2),0.0209773620084946,0.79622964045759,0.857708765238685,FALSE,0.0058531075760715,"",DOWN
MYBL2,-0.0617208811323559,0.447002966113206,0.623297593870004,MA0777.1,MYBL2,0.0934220727994769,0.249150929534703,0.422891191969882,FALSE,0.00576609265039481,"",DOWN
SOX11,0.0994829070054304,0.219619801449797,0.390086599717973,MA0869.1,SOX11,-0.0578040611392764,0.476414683236812,0.636686754893591,FALSE,0.00575051603885485,"",DOWN
ESRRB,0.01255922308179,0.877142866647393,0.916893809682601,MA0141.3,ESRRB,-0.457411828040072,2.46555771877683e-09,1.28209001376395e-07,FALSE,0.00574473718860462,"",DOWN
TFAP2A,0.115783098399109,0.15273484370902,0.306290842491744,MA0810.1,TFAP2A(VAR.2),0.0493328616151525,0.543461437300554,0.687743234813975,FALSE,0.00571191157069681,"",DOWN
FOXA3,-0.0209291812850153,0.796687484213939,0.866368605282214,MA1683.1,FOXA3,0.272350942761778,0.000632969026425095,0.00613658106974837,FALSE,0.00570008225420606,"",DOWN
NR4A2,-0.0206293521945082,0.799538201534313,0.868203054358949,MA1147.1,NR4A2::RXRA,-0.275577106763704,0.000541806142335156,0.00543707216518788,FALSE,0.00568497719217204,"",DOWN
PITX2,0.119583353911734,0.139620444692832,0.284581562133478,MA1547.1,PITX2,0.0469145980892871,0.563419564224098,0.706745593719702,FALSE,0.00561020498693799,"",DOWN
ZNF382,0.0513409666058882,0.527157553182603,0.691141537213044,MA1594.1,ZNF382,0.107418609387644,0.184836598844709,0.353610171601946,FALSE,0.00551497523742196,"",DOWN
CDX1,0.0489765183397237,0.546380346178094,0.708869109998015,MA0878.2,CDX1,0.109750213592742,0.17542879579654,0.344829110637872,FALSE,0.0053751833488135,"",DOWN
SOX13,0.0496217069293773,0.5411010761144,0.703242861988402,MA1120.1,SOX13,0.106701717588494,0.187802173228431,0.357908731361436,FALSE,0.00529472135903743,"",DOWN
GLI3,-0.0377253330797396,0.642282233659742,0.775153705350501,MA1491.1,GLI3,0.140086716755562,0.083127313929912,0.218505564914,FALSE,0.00528481804965071,"",DOWN
E2F6,-0.0553962708532625,0.495003134034169,0.662966495492801,MA0471.2,E2F6,-0.0953018247991075,0.23971195687726,0.410524668664049,FALSE,0.00527936569938153,"",DOWN
RUNX2,-0.061839014111766,0.446132080837419,0.623248187836545,MA0511.2,RUNX2,0.0852349270193101,0.29324303286083,0.468533560883784,FALSE,0.00527084385476246,"",DOWN
STAT1,-0.216710079645782,0.0069433629775784,0.030290928545459,MA0137.3,STAT1,-0.0243129632134846,0.764709626480465,0.841180589128511,FALSE,0.00526886419441923,"",DOWN
NR2C2,0.300927842833392,0.000149271412219246,0.00137477127796985,MA1536.1,NR2C2(VAR.2),0.0174135294033998,0.830272682611238,0.884232512077226,FALSE,0.00524021583948093,"",DOWN
FOXD2,-0.0572061009906691,0.480995367194019,0.653835259041402,MA0847.2,FOXD2,-0.0914057886748535,0.259558064072544,0.430773397750416,FALSE,0.00522896877806543,"",DOWN
MEOX1,0.0450696295052434,0.578877742246953,0.73193694189191,MA0661.1,MEOX1,-0.114496213467452,0.157379902427802,0.325338264001931,FALSE,0.00516030192073133,"",DOWN
FOXP1,-0.0558015262859859,0.491847895752828,0.659925414085629,MA0481.3,FOXP1,-0.0917825252489015,0.257591221754221,0.430773397750416,FALSE,0.00512160499527074,"",DOWN
CEBPG,0.0744817495417366,0.35859813647762,0.537177128137158,MA0838.1,CEBPG,-0.0681043094592234,0.401333824304996,0.57105210821507,FALSE,0.0050725281198548,"",DOWN
HOXA13,0.110603645685667,0.172075223778828,0.33550322663199,MA0650.2,HOXA13,-0.0448522768376869,0.580711752439937,0.720217955308344,FALSE,0.00496082533555098,"",DOWN
TBX6,0.0139956009172881,0.86322193913739,0.910839556713568,MA1567.1,TBX6,0.353229065310429,7.00755865841306e-06,0.000114523530074636,FALSE,0.00494365303047145,"",DOWN
GBX1,-0.0345720798285123,0.670355561671493,0.792528128378659,MA0889.1,GBX1,0.141719041082535,0.0795645320751623,0.211678662079036,FALSE,0.0048995220015256,"",DOWN
NR2E3,-0.026287570373882,0.746227050522245,0.839646123212059,MA0164.1,NR2E3,0.182721125056603,0.0233191348699698,0.0926287857334911,FALSE,0.00480329443372035,"",DOWN
HOXC11,-0.104724763922258,0.196160119688254,0.367677008259892,MA0651.1,HOXC11,-0.0457170216874693,0.573431105233139,0.716698856978681,FALSE,0.00478770430344896,"",DOWN
SMAD3,-0.115306334315386,0.154443546539804,0.308061191761213,MA1622.1,SMAD2::SMAD3,-0.0411127016455509,0.612679336582187,0.742655940040366,FALSE,0.00474055492055062,"",DOWN
PRRX2,0.216254727889114,0.00706556888597627,0.0306217641796692,MA0075.3,PRRX2,-0.0216702379150501,0.789653247375996,0.856707571401823,FALSE,0.00468629140361151,"",DOWN
NHLH1,0.233978292807229,0.00349369220925811,0.017260227735805,MA0048.2,NHLH1,0.020024183075894,0.805300059539879,0.86269045185142,FALSE,0.00468522417095707,"",DOWN
SOX2,-0.0614775118325168,0.448800117621459,0.623383045900432,MA0143.4,SOX2,0.0756400340792143,0.351152056603331,0.52813211612016,FALSE,0.00465016109011687,"",DOWN
HOXD9,0.0619681741526941,0.445180998923883,0.62308635121429,MA0913.2,HOXD9,-0.07398808333082,0.36180134661274,0.533714501530559,FALSE,0.00458490643306829,"",DOWN
RARG,0.215552746180498,0.0072577122540452,0.0311163985144697,MA0859.1,RARG,0.0209773620084946,0.79622964045759,0.857708765238685,FALSE,0.00452172798855347,"",DOWN
KLF1,0.0240084316905442,0.767572224894208,0.851988429646081,MA0493.1,KLF1,0.18475650474681,0.0217978201394793,0.0890837426827276,FALSE,0.00443571392359749,"",DOWN
TFEC,0.101086891215955,0.212238832590667,0.384296526972421,MA0871.2,TFEC,-0.043694054186534,0.590529896442257,0.723304284293299,FALSE,0.00441689610233822,"",DOWN
POU3F2,-0.0320918089911145,0.692764660616383,0.807503807530971,MA0787.1,POU3F2,-0.136341127589514,0.0917868236402508,0.236495779829835,FALSE,0.00437543342423586,"",DOWN
MITF,0.0300155542640684,0.711731402059758,0.814781043535898,MA0620.3,MITF,-0.144828235830377,0.0731187474898449,0.197282658321657,FALSE,0.00434709977153596,"",DOWN
SOX2,0.0569035071177762,0.48332240963138,0.654371175290399,MA0142.1,POU5F1::SOX2,0.0756400340792143,0.351152056603331,0.52813211612016,FALSE,0.0043041832176154,"",DOWN
FOSB,-0.0633796857351572,0.434862085979237,0.61324596623915,MA1127.1,FOSB::JUN,0.0671045903906328,0.40829715824853,0.577038065186682,FALSE,0.00425306785034476,"",DOWN
FOSB,-0.0628919814017053,0.438411917690314,0.617085453956555,MA1136.1,FOSB::JUNB(VAR.2),0.0671045903906328,0.40829715824853,0.577038065186682,FALSE,0.00422034065081673,"",DOWN
POU1F1,-0.0816868534201249,0.313871147928216,0.497278655981268,MA0784.1,POU1F1,0.0503587693620481,0.53510108501151,0.686273140418349,FALSE,0.0041136494112955,"",DOWN
SP4,-0.199809647039493,0.0129741951529114,0.0476785693796646,MA0685.1,SP4,-0.0205429030788682,0.800360636356319,0.860538127811681,FALSE,0.00410467021335516,"",DOWN
ISX,0.109901907258274,0.174829212348047,0.338759980289982,MA0654.1,ISX,0.0371193284604904,0.647639901435682,0.76856851373695,FALSE,0.00407948499395424,"",DOWN
NR5A1,0.0419558155864469,0.605404990836993,0.754724782900781,MA1540.1,NR5A1,0.0969827941849436,0.231485075761756,0.405159538166409,FALSE,0.00406899222788183,"",DOWN
MEF2D,0.050891200244368,0.530787637480555,0.694679960632446,MA0773.1,MEF2D,0.0795804205991306,0.326554284849269,0.496779390781335,FALSE,0.00404994312024138,"",DOWN
RUNX1,0.112693031834773,0.164065780155422,0.323791195756468,MA0002.2,RUNX1,-0.0357437127733898,0.65986860301221,0.775040741114958,FALSE,0.00402806736146458,"",DOWN
ZBTB7B,-0.226648726646103,0.00470448990279277,0.0216638856017494,MA0694.1,ZBTB7B,0.0175666957821359,0.82880258731757,0.884232512077226,FALSE,0.00398146923040058,"",DOWN
GFI1B,-0.0330418277066784,0.684148506795567,0.798708585398267,MA0483.1,GFI1B,-0.120219320750963,0.137512216352894,0.301506782004397,FALSE,0.00397226608326722,"",DOWN
RXRA,-0.0206293521945082,0.799538201534313,0.868203054358949,MA1147.1,NR4A2::RXRA,0.192162343026165,0.016961634720718,0.0741395759746886,FALSE,0.00396418465280866,"",DOWN
DMRTA2,0.0529361813258708,0.514384431734251,0.682794993013792,MA1478.1,DMRTA2,0.0748348070590403,0.356318146675981,0.529386960775743,FALSE,0.00396146891596391,"",DOWN
MEIS3,0.0966153307648967,0.233266308183342,0.409450978599466,MA0775.1,MEIS3,-0.0406467321251369,0.616716034124429,0.742655940040366,FALSE,0.00392709746878226,"",DOWN
SCRT1,0.177609244306139,0.0275478218670624,0.0870791318340193,MA0743.2,SCRT1,-0.0216265456598012,0.790067517331904,0.856707571401823,FALSE,0.00384107443158951,"",DOWN
TBX4,0.0338526470288491,0.676826825963506,0.79388806944776,MA0806.1,TBX4,-0.113325231062662,0.161697989798285,0.326495297739444,FALSE,0.00383635904662706,"",DOWN
ZNF384,-0.0687509892287897,0.396867352222118,0.578248134292383,MA1125.1,ZNF384,-0.0550129407469114,0.497997491831929,0.65483808121348,FALSE,0.00378219409673495,"",DOWN
ZNF354C,0.131176718457015,0.10488633520062,0.238552457498971,MA0130.1,ZNF354C,0.0277778450812658,0.732372348327268,0.824387609693245,FALSE,0.00364380656356779,"",DOWN
THAP11,-0.2522408038127,0.00159995619308226,0.00877623029440711,MA1573.1,THAP11,0.0140427743272626,0.862765437272679,0.905507945174261,FALSE,0.00354216068406907,"",DOWN
PBX3,0.224743516695583,0.00507536781215797,0.0229468144719385,MA1114.1,PBX3,0.0155120711678721,0.848570358136087,0.893889953690316,FALSE,0.00348623742549973,"",DOWN
JUN,-0.198942806861017,0.0133805367886146,0.0485256921425661,MA0489.1,JUN(VAR.2),0.0172676653705809,0.831673236883825,0.884232512077226,FALSE,0.00343527781676015,"",DOWN
KLF16,-0.0144764692153661,0.858570672706741,0.908501733105289,MA0741.1,KLF16,-0.237242103311658,0.00305127117880943,0.0206072807371098,FALSE,0.00343442800517992,"",DOWN
IRF1,-0.0739096828666869,0.362311685876125,0.539883558066427,MA0050.2,IRF1,-0.0456659062254187,0.573860273594818,0.716698856978681,FALSE,0.00337515264694056,"",DOWN
LHX2,0.0144815707582113,0.858521353065929,0.908501733105289,MA0700.2,LHX2,0.229998761390108,0.00411084721928846,0.0252839205315376,FALSE,0.00333074333737181,"",DOWN
IRF2,-0.128267027078229,0.112889297191817,0.249897375979512,MA0051.1,IRF2,0.0258697569221841,0.750126199669541,0.83314987613782,FALSE,0.00331823681164498,"",DOWN
DMRTC2,-0.0219158313820505,0.787325741020781,0.859948759592244,MA1479.1,DMRTC2,-0.151179575120837,0.0612653030272284,0.178794659854973,FALSE,0.00331322607675829,"",DOWN
HOXC8,0.0747541129331477,0.35683845738499,0.535616678489341,MA1505.1,HOXC8,-0.0442872628463899,0.585491869262902,0.720217955308344,FALSE,0.00331065504831902,"",DOWN
NR2C2,0.189285539907255,0.0187165170334934,0.065551745103221,MA0504.1,NR2C2,0.0174135294033998,0.830272682611238,0.884232512077226,FALSE,0.00329612931481339,"",DOWN
GLIS3,0.167349706793705,0.038034003544122,0.114397204641767,MA0737.1,GLIS3,-0.0196160557119167,0.809191808426014,0.865154606391925,FALSE,0.00328274117183824,"",DOWN
SREBF1,0.0223858338520807,0.782876751092267,0.857600670065831,MA0829.2,SREBF1(VAR.2),-0.142875357137777,0.0771158790027978,0.206182101679784,FALSE,0.00319838400644297,"",DOWN
ARNT,-0.0426156989200476,0.599738423551414,0.753123264949184,MA0006.1,AHR::ARNT,0.0742509960495879,0.360093203248037,0.533609617248387,FALSE,0.00316425809216288,"",DOWN
ESRRA,-0.0154139732622698,0.849516634927906,0.90452134949355,MA0592.3,ESRRA,0.203751224800286,0.011259795334261,0.0550478883008315,FALSE,0.00314061593122633,"",DOWN
TP73,-0.122795143389092,0.129221234683738,0.271546594574841,MA0861.1,TP73,0.025506171368252,0.753524434367266,0.835302279957512,FALSE,0.00313203397047126,"",DOWN
ZKSCAN5,0.0980441868471798,0.226393890647729,0.400212896737455,MA1652.1,ZKSCAN5,0.0318980359820015,0.694526963074757,0.800946417094276,FALSE,0.00312741699987742,"",DOWN
PRDM1,0.0395228018203779,0.626499793855045,0.766360959140135,MA0508.3,PRDM1,-0.0791009599539747,0.329486615326059,0.499910726701607,FALSE,0.00312629156406259,"",DOWN
ARX,0.0415423083433081,0.6089679280711,0.754724782900781,MA0874.1,ARX,0.0751244151091602,0.354454673725055,0.52813211612016,FALSE,0.00312084161657541,"",DOWN
MLXIP,0.076267314910244,0.347160353486279,0.526441525452348,MA0622.1,MLXIP,-0.0406600340818045,0.616600639188937,0.742655940040366,FALSE,0.00310103162357824,"",DOWN
RHOXF1,0.0474330029922621,0.559111813759296,0.71913347080075,MA0719.1,RHOXF1,-0.0652480001561126,0.421416259543317,0.582246619465645,FALSE,0.00309490858664401,"",DOWN
IRF4,0.0471638083828857,0.561346743462519,0.720765353912287,MA1419.1,IRF4,-0.0653628984667186,0.420597322271024,0.582246619465645,FALSE,0.00308276321863433,"",DOWN
STAT1,-0.126482896258975,0.118027261153649,0.256700690439132,MA0517.1,STAT1::STAT2,-0.0243129632134846,0.764709626480465,0.841180589128511,FALSE,0.00307517400387946,"",DOWN
SMAD2,-0.115306334315386,0.154443546539804,0.308061191761213,MA1622.1,SMAD2::SMAD3,-0.0266632973302494,0.742726146476281,0.828146892367315,FALSE,0.00307444707591229,"",DOWN
MAFK,0.0902477099000131,0.265668450426229,0.443375087288516,MA0591.1,BACH1::MAFK,0.033762668546341,0.677637854989839,0.786224854065289,FALSE,0.00304700351642048,"",DOWN
TAL1,0.139542649287965,0.0843428625591689,0.206972945622171,MA0140.2,GATA1::TAL1,0.0216942919116672,0.789425203509992,0.856707571401823,FALSE,0.00302727896778051,"",DOWN
ZNF274,0.0315106964329356,0.698054586432377,0.808741819743137,MA1592.1,ZNF274,0.0950674767299083,0.240874896254519,0.411284897485328,FALSE,0.00299564239988131,"",DOWN
GLI2,0.0583109632488594,0.472550159739155,0.646830126909008,MA0734.2,GLI2,0.0511759474744168,0.528487971846436,0.680844864630994,FALSE,0.00298411879240628,"",DOWN
BSX,-0.0308113981208997,0.704439656800016,0.808741819743137,MA0876.1,BSX,0.0961753232502402,0.235411821251471,0.408209964593018,FALSE,0.00296329617406938,"",DOWN
TBX3,-0.019656466944192,0.808806251957895,0.871921190694494,MA1566.1,TBX3,-0.149140459047983,0.0648858511591743,0.183871547274924,FALSE,0.0029315745033183,"",DOWN
PRDM15,-0.029973847019162,0.712114263251214,0.814781043535898,MA1616.1,PRDM15,0.0966677161315366,0.233011790295145,0.406349829417144,FALSE,0.00289750333501845,"",DOWN
ZIC4,-0.0343700327599557,0.672170546950818,0.793416500040048,MA0751.1,ZIC4,0.0842121545020488,0.299094687025069,0.473911803264098,FALSE,0.00289437450902187,"",DOWN
JUN,-0.166209029767799,0.0393844542009262,0.116590487436075,MA1130.1,FOSL2::JUN,0.0172676653705809,0.831673236883825,0.884232512077226,FALSE,0.00287004190759928,"",DOWN
MAFA,0.0783819162182647,0.333915763135144,0.515737389852624,MA1521.1,MAFA,0.0359959882393143,0.657619099356147,0.775040741114958,FALSE,0.00282143453436757,"",DOWN
ATF1,0.0170033030496464,0.834212931847424,0.89296618295755,MA0604.1,ATF1,0.163821996957727,0.0423412038371809,0.142943064868116,FALSE,0.00278551506047049,"",DOWN
SNAI1,0.0391399512374809,0.629847520042186,0.766502854733232,MA1558.1,SNAI1,-0.0709041522699032,0.382211379373443,0.555664009527418,FALSE,0.00277518506237893,"",DOWN
MEIS1,-0.033214282118044,0.68258875552516,0.798136695331927,MA0498.2,MEIS1,-0.0834188343428911,0.303686334092102,0.478536041599675,FALSE,0.00277069669782317,"",DOWN
ZBTB18,0.0336328215137871,0.678808894891213,0.794963007203838,MA0698.1,ZBTB18,0.0822566134885681,0.310496432100486,0.485256719020432,FALSE,0.00276652199978959,"",DOWN
SPIB,-0.0416395372231375,0.608129336132832,0.754724782900781,MA0081.2,SPIB,0.0663969541937118,0.413268830900149,0.577038065186682,FALSE,0.00276473844565201,"",DOWN
IRF9,0.0153681149124153,0.849959069698363,0.90452134949355,MA0653.1,IRF9,0.179585237401941,0.0258413712619648,0.0985417624122925,FALSE,0.00275988656496642,"",DOWN
MAFF,0.0274606869987641,0.735313834800396,0.831848689755635,MA0495.3,MAFF,0.0999035275746805,0.217666841053705,0.391951130640975,FALSE,0.0027434195008007,"",DOWN
MNT,-0.0394187157475838,0.627409194396431,0.766360959140135,MA0825.1,MNT,0.06928882655254,0.393175347007015,0.565066076603046,FALSE,0.00273127655835821,"",DOWN
NKX6-2,0.123652060333244,0.126549955878308,0.269079387361208,MA0675.1,NKX6-2,-0.0216265456598012,0.790067517331904,0.856707571401823,FALSE,0.00267416692872538,"",DOWN
FOXO4,-0.0232997165686463,0.774246257597587,0.851988429646081,MA0848.1,FOXO4,-0.114695736183535,0.156652855922237,0.325338264001931,FALSE,0.0026723781447086,"",DOWN
POU2F3,-0.0220228621926538,0.78631198939877,0.859948759592244,MA0627.2,POU2F3,-0.12108241355719,0.134690048574499,0.299011975868066,FALSE,0.00266658130772391,"",DOWN
STAT2,-0.126482896258975,0.118027261153649,0.256700690439132,MA0517.1,STAT1::STAT2,0.0210323396006873,0.795707293378738,0.857708765238685,FALSE,0.00266023122779728,"",DOWN
MSX2,-0.0308113981208997,0.704439656800016,0.808741819743137,MA0708.1,MSX2,-0.0846289834704842,0.296700607707533,0.47142429891308,FALSE,0.00260753730227613,"",DOWN
JUN,0.150134472368742,0.0630996791186746,0.167517297589079,MA0488.1,JUN,0.0172676653705809,0.831673236883825,0.884232512077226,FALSE,0.00259247182945216,"",DOWN
ARID3A,-0.0927668519970652,0.252500712547821,0.433024210484309,MA0151.1,ARID3A,0.0271525137584682,0.738175677811502,0.826294496493501,FALSE,0.0025188532251801,"",DOWN
RXRG,-0.0570688496664737,0.482050123958138,0.653835259041402,MA1556.1,RXRG(VAR.2),0.0441003907951269,0.587076810932969,0.720617888097979,FALSE,0.00251675857251984,"",DOWN
CDX4,-0.0313386552821742,0.699623498738129,0.808741819743137,MA1473.1,CDX4,-0.0799766585791518,0.324143645142724,0.496779390781335,FALSE,0.00250636093383218,"",DOWN
HES2,-0.0649722338959494,0.423385557167749,0.60506824836617,MA0616.2,HES2,-0.0382662718427147,0.637515319181602,0.761291779899532,FALSE,0.00248624516449084,"",DOWN
FOXD1,-0.0248306833484222,0.759850370040386,0.849847640255065,MA0031.1,FOXD1,0.09971614963452,0.218535312917094,0.391951130640975,FALSE,0.00247602013629865,"",DOWN
FOXO1,-0.0836425621048873,0.302386753766713,0.488638933317897,MA0480.1,FOXO1,-0.0295118155528209,0.716360374976823,0.814628497985572,FALSE,0.0024684438652048,"",DOWN
SMAD3,-0.0599552959036959,0.460132538413188,0.634489600103952,MA0795.1,SMAD3,-0.0411127016455509,0.612679336582187,0.742655940040366,FALSE,0.00246492419255937,"",DOWN
EHF,-0.0920210260817866,0.256351376725633,0.437615851343987,MA0598.3,EHF,0.0267431098925075,0.741983153639592,0.828146892367315,FALSE,0.00246092841292651,"",DOWN
ZIC1,0.0360008652052545,0.657575642312749,0.779890984364564,MA0696.1,ZIC1,-0.0659652750726916,0.416319051862402,0.579402670718477,FALSE,0.00237480697611951,"",DOWN
GFI1,-0.0661818842701888,0.41478686209254,0.596206164009701,MA0038.2,GFI1,0.0358310973851416,0.659089061140098,0.775040741114958,FALSE,0.00237136954041731,"",DOWN
FOXL1,-0.0232997165686463,0.774246257597587,0.851988429646081,MA0033.2,FOXL1,-0.100526950844552,0.214795050107144,0.39128270274295,FALSE,0.0023422494621883,"",DOWN
SP2,0.0680197384595552,0.401920138271654,0.582198879904182,MA0516.2,SP2,0.0343300737376066,0.672529722746739,0.784029281156141,FALSE,0.00233512263692925,"",DOWN
PBX2,-0.0205046221800976,0.800724892277745,0.868227862847671,MA1113.2,PBX2,0.113215786364714,0.162106056919584,0.326495297739444,FALSE,0.00232144692423111,"",DOWN
JUN,-0.134197211058688,0.0970574450217636,0.2313254120966,MA1132.1,JUN::JUNB,0.0172676653705809,0.831673236883825,0.884232512077226,FALSE,0.00231727253422665,"",DOWN
MYC,0.01018308143233,0.900252492240215,0.934953739726097,MA0147.3,MYC,-0.226381219072822,0.00475505402673803,0.0286304305609911,FALSE,0.00230525838856869,"",DOWN
CREB3L2,-0.0147365450075084,0.856057066066643,0.908419020321075,MA0608.1,CREB3L2,0.154887532159204,0.0551065755493381,0.168561289915622,FALSE,0.00228250708876603,"",DOWN
MSX1,-0.0308113981208997,0.704439656800016,0.808741819743137,MA0666.1,MSX1,0.0739376911655178,0.36212931767792,0.533714501530559,FALSE,0.0022781236386409,"",DOWN
FOXP3,-0.0232997165686463,0.774246257597587,0.851988429646081,MA0850.1,FOXP3,-0.0953971862080976,0.239239854881194,0.410524668664049,FALSE,0.00222272740009505,"",DOWN
HSF4,-0.216122935778132,0.00710129383791257,0.0306217641796692,MA0771.1,HSF4,-0.0100897988289472,0.901161570612394,0.932739257067172,FALSE,0.00218063694432283,"",DOWN
TWIST1,0.0484359835483933,0.550822649145588,0.709747525752969,MA1123.2,TWIST1,-0.0445644382235826,0.583144656611476,0.720217955308344,FALSE,0.00215852239664084,"",DOWN
ESR1,-0.0131794956849836,0.871126502815565,0.916587265303825,MA0112.3,ESR1,-0.161509333772922,0.0453809411651202,0.145830889586791,FALSE,0.00212861156754479,"",DOWN
ZNF682,0.0392706708965877,0.628703628677966,0.766360959140135,MA1599.1,ZNF682,0.0539672763381036,0.50621390435423,0.659577114557219,FALSE,0.00211933114825887,"",DOWN
JUN,-0.120654463861054,0.1360837806806,0.280437846374937,MA0099.3,FOS::JUN,0.0172676653705809,0.831673236883825,0.884232512077226,FALSE,0.00208342090741953,"",DOWN
TAL1,0.0906513574875486,0.263527641449675,0.443105720229959,MA0091.1,TAL1::TCF3,0.0216942919116672,0.789425203509992,0.856707571401823,FALSE,0.00196661701152378,"",DOWN
ZNF410,0.0518180288168524,0.52332091808746,0.689748065182412,MA0752.1,ZNF410,-0.0371300748977415,0.647544733896952,0.76856851373695,FALSE,0.00192400729102306,"",DOWN
JUND,-0.0186890123827914,0.818048981202173,0.879343717545852,MA1143.1,FOSL1::JUND(VAR.2),-0.0995679813032711,0.219223796457134,0.391951130640975,FALSE,0.00186082723550637,"",DOWN
MYF6,0.106195627989479,0.189916556392874,0.362347189434998,MA0667.1,MYF6,-0.0170822410306823,0.833454404184042,0.884482224848371,FALSE,0.00181405931372095,"",DOWN
PAX5,-0.292887073664417,0.000227634708192662,0.00197459874781077,MA0014.3,PAX5,-0.00618192484253642,0.939346410455682,0.95776496752344,FALSE,0.00181060587674385,"",DOWN
